date,visits
NaT-06,33
NaT-07,31
NaT-08,27
NaT-09,20
NaT-10,29
NaT-11,30
NaT-12,34
NaT-13,34
NaT-14,29
NaT-15,25
NaT-16,29
NaT-17,33
NaT-18,27
NaT-19,27
NaT-20,37
NaT-21,37
NaT-22,23
NaT-23,30
NaT-24,40
NaT-25,38
NaT-26,40
NaT-27,37
NaT-28,40
NaT-29,22
NaT-01,9
NaT-02,11
NaT-03,30
NaT-04,25
NaT-05,32
NaT-06,21
NaT-07,24
NaT-08,13
NaT-09,8
NaT-10,32
NaT-11,23
NaT-12,32
NaT-13,28
NaT-14,19
NaT-15,11
NaT-16,3
NaT-17,3
NaT-18,24
NaT-19,29
NaT-20,29
NaT-21,40
NaT-22,13
NaT-23,7
NaT-24,35
NaT-25,17
NaT-26,38
NaT-27,33
NaT-28,47
NaT-29,17
NaT-01,23
NaT-02,14
NaT-03,8
NaT-04,9
NaT-05,7
NaT-06,5
NaT-07,9
NaT-08,14
NaT-09,15
NaT-10,5
NaT-11,6
NaT-12,9
NaT-13,8
NaT-14,19
NaT-15,23
NaT-16,25
NaT-17,18
NaT-18,11
NaT-19,11
NaT-20,11
NaT-21,11
NaT-22,9
NaT-23,20
NaT-24,8
NaT-25,9
NaT-26,8
NaT-27,8
NaT-28,5
NaT-29,13
NaT-01,9
NaT-02,5
NaT-03,8
NaT-04,4
NaT-05,5
NaT-06,5
NaT-07,5
NaT-08,4
NaT-09,5
NaT-10,7
NaT-11,8
NaT-12,4
NaT-13,6
NaT-14,8
NaT-15,5
NaT-16,8
NaT-17,6
NaT-18,6
NaT-19,8
NaT-20,8
NaT-21,15
NaT-22,17
NaT-23,9
NaT-24,10
NaT-25,6
NaT-26,5
NaT-27,7
NaT-28,10
NaT-29,9
NaT-01,7
NaT-02,7
NaT-03,6
NaT-04,5
NaT-05,6
NaT-06,5
NaT-07,8
NaT-08,9
NaT-09,5
NaT-10,3
NaT-11,5
NaT-12,5
NaT-13,3
NaT-14,11
NaT-15,9
NaT-16,16
NaT-17,14
NaT-18,10
NaT-19,12
NaT-20,10
NaT-21,13
NaT-22,15
NaT-23,5
NaT-24,6
NaT-25,6
NaT-26,7
NaT-27,12
NaT-28,10
NaT-29,6
NaT-01,59
NaT-02,23
NaT-03,28
NaT-04,19
NaT-05,23
NaT-06,25
NaT-07,17
NaT-08,54
NaT-09,21
NaT-10,32
NaT-11,26
NaT-12,28
NaT-13,26
NaT-14,20
NaT-15,44
NaT-16,31
NaT-17,35
NaT-18,34
NaT-19,30
NaT-20,34
NaT-21,22
NaT-22,35
NaT-23,26
NaT-24,23
NaT-25,27
NaT-26,30
NaT-27,22
NaT-28,26
NaT-29,36
NaT-01,1
NaT-02,3
NaT-03,2
NaT-04,6
NaT-05,11
NaT-06,8
NaT-07,7
NaT-08,4
NaT-09,3
NaT-10,6
NaT-11,4
NaT-12,4
NaT-13,10
NaT-14,7
NaT-15,6
NaT-16,7
NaT-17,7
NaT-18,6
NaT-19,8
NaT-20,10
NaT-21,4
NaT-22,4
NaT-23,5
NaT-24,6
NaT-25,7
NaT-26,10
NaT-27,9
NaT-28,6
NaT-29,8
NaT-01,31
NaT-02,5
NaT-03,25
NaT-04,23
NaT-05,38
NaT-06,20
NaT-07,29
NaT-08,12
NaT-09,1
NaT-10,34
NaT-11,27
NaT-12,27
NaT-13,19
NaT-14,24
NaT-15,10
NaT-16,3
NaT-17,20
NaT-18,17
NaT-19,27
NaT-20,35
NaT-21,37
NaT-22,20
NaT-23,15
NaT-24,32
NaT-25,23
NaT-26,26
NaT-27,31
NaT-28,26
NaT-29,15
NaT-01,7
NaT-02,18
NaT-03,1
NaT-04,7
NaT-05,6
NaT-06,6
NaT-07,9
NaT-08,6
NaT-09,13
NaT-10,4
NaT-11,7
NaT-12,6
NaT-13,11
NaT-14,9
NaT-15,4
NaT-16,16
NaT-17,7
NaT-18,8
NaT-19,4
NaT-20,5
NaT-21,7
NaT-22,8
NaT-23,15
NaT-24,3
NaT-25,6
NaT-26,2
NaT-27,7
NaT-28,6
NaT-29,3
NaT-01,3
NaT-02,0
NaT-03,2
NaT-04,0
NaT-05,4
NaT-06,0
NaT-07,0
NaT-08,2
NaT-09,2
NaT-10,2
NaT-11,1
NaT-12,4
NaT-13,1
NaT-14,3
NaT-15,4
NaT-16,3
NaT-17,2
NaT-18,2
NaT-19,0
NaT-20,0
NaT-21,0
NaT-22,1
NaT-23,2
NaT-24,1
NaT-25,1
NaT-26,0
NaT-27,0
NaT-28,2
NaT-29,0
NaT-01,8
NaT-02,7
NaT-03,9
NaT-04,13
NaT-05,15
NaT-06,11
NaT-07,12
NaT-08,13
NaT-09,12
NaT-10,5
NaT-11,12
NaT-12,7
NaT-13,6
NaT-14,7
NaT-15,11
NaT-16,13
NaT-17,7
NaT-18,7
NaT-19,6
NaT-20,6
NaT-21,3
NaT-22,4
NaT-23,11
NaT-24,4
NaT-25,6
NaT-26,7
NaT-27,8
NaT-28,16
NaT-29,16
NaT-01,30
NaT-02,23
NaT-03,18
NaT-04,23
NaT-05,18
NaT-06,24
NaT-07,18
NaT-08,41
NaT-09,17
NaT-10,14
NaT-11,13
NaT-12,23
NaT-13,13
NaT-14,12
NaT-15,34
NaT-16,17
NaT-17,13
NaT-18,8
NaT-19,20
NaT-20,24
NaT-21,19
NaT-22,20
NaT-23,27
NaT-24,29
NaT-25,16
NaT-26,42
NaT-27,30
NaT-28,26
NaT-29,25
NaT-01,156
NaT-02,177
NaT-03,229
NaT-04,168
NaT-05,126
NaT-06,96
NaT-07,55
NaT-08,94
NaT-09,84
NaT-10,90
NaT-11,136
NaT-12,88
NaT-13,72
NaT-14,61
NaT-15,57
NaT-16,65
NaT-17,99
NaT-18,91
NaT-19,88
NaT-20,101
NaT-21,111
NaT-22,121
NaT-23,63
NaT-24,49
NaT-25,402
NaT-26,636
NaT-27,785
NaT-28,556
NaT-29,602
NaT-01,32
NaT-02,20
NaT-03,13
NaT-04,10
NaT-05,9
NaT-06,11
NaT-07,16
NaT-08,17
NaT-09,16
NaT-10,17
NaT-11,15
NaT-12,19
NaT-13,14
NaT-14,9
NaT-15,17
NaT-16,13
NaT-17,6
NaT-18,16
NaT-19,10
NaT-20,12
NaT-21,7
NaT-22,25
NaT-23,23
NaT-24,13
NaT-25,9
NaT-26,16
NaT-27,28
NaT-28,14
NaT-29,20
NaT-01,180
NaT-02,114
NaT-03,104
NaT-04,99
NaT-05,80
NaT-06,92
NaT-07,127
NaT-08,197
NaT-09,108
NaT-10,126
NaT-11,83
NaT-12,101
NaT-13,90
NaT-14,161
NaT-15,213
NaT-16,255
NaT-17,205
NaT-18,115
NaT-19,104
NaT-20,115
NaT-21,126
NaT-22,223
NaT-23,158
NaT-24,138
NaT-25,74
NaT-26,101
NaT-27,89
NaT-28,134
NaT-29,184
NaT-01,0
NaT-02,0
NaT-03,1
NaT-04,2
NaT-05,0
NaT-06,0
NaT-07,1
NaT-08,1
NaT-09,4
NaT-10,0
NaT-11,0
NaT-12,0
NaT-13,1
NaT-14,0
NaT-15,0
NaT-16,1
NaT-17,0
NaT-18,1
NaT-19,0
NaT-20,0
NaT-21,1
NaT-22,0
NaT-23,0
NaT-24,0
NaT-25,1
NaT-26,2
NaT-27,2
NaT-28,4
NaT-29,0
NaT-01,5
NaT-02,3
NaT-03,2
NaT-04,4
NaT-05,8
NaT-06,5
NaT-07,3
NaT-08,8
NaT-09,1
NaT-10,4
NaT-11,1
NaT-12,7
NaT-13,5
NaT-14,6
NaT-15,2
NaT-16,5
NaT-17,7
NaT-18,1
NaT-19,4
NaT-20,8
NaT-21,13
NaT-22,7
NaT-23,3
NaT-24,9
NaT-25,4
NaT-26,6
NaT-27,4
NaT-28,6
NaT-29,5
NaT-01,6
NaT-02,6
NaT-03,9
NaT-04,9
NaT-05,10
NaT-06,9
NaT-07,5
NaT-08,6
NaT-09,2
NaT-10,7
NaT-11,11
NaT-12,5
NaT-13,12
NaT-14,8
NaT-15,6
NaT-16,0
NaT-17,3
NaT-18,2
NaT-19,6
NaT-20,7
NaT-21,11
NaT-22,7
NaT-23,2
NaT-24,13
NaT-25,7
NaT-26,6
NaT-27,8
NaT-28,7
NaT-29,10
NaT-01,24
NaT-02,15
NaT-03,3
NaT-04,6
NaT-05,3
NaT-06,1
NaT-07,10
NaT-08,20
NaT-09,4
NaT-10,7
NaT-11,7
NaT-12,4
NaT-13,9
NaT-14,9
NaT-15,33
NaT-16,7
NaT-17,10
NaT-18,3
NaT-19,6
NaT-20,4
NaT-21,9
NaT-22,8
NaT-23,3
NaT-24,3
NaT-25,3
NaT-26,6
NaT-27,1
NaT-28,7
NaT-29,23
NaT-01,3
NaT-02,2
NaT-03,1
NaT-04,1
NaT-05,4
NaT-06,4
NaT-07,2
NaT-08,2
NaT-09,4
NaT-10,3
NaT-11,2
NaT-12,3
NaT-13,0
NaT-14,4
NaT-15,3
NaT-16,2
NaT-17,2
NaT-18,0
NaT-19,4
NaT-20,7
NaT-21,2
NaT-22,4
NaT-23,1
NaT-24,4
NaT-25,2
NaT-26,6
NaT-27,3
NaT-28,4
NaT-29,2
NaT-01,5
NaT-02,0
NaT-03,2
NaT-04,2
NaT-05,2
NaT-06,3
NaT-07,2
NaT-08,3
NaT-09,2
NaT-10,5
NaT-11,0
NaT-12,0
NaT-13,4
NaT-14,4
NaT-15,3
NaT-16,3
NaT-17,4
NaT-18,0
NaT-19,0
NaT-20,2
NaT-21,2
NaT-22,0
NaT-23,6
NaT-24,2
NaT-25,3
NaT-26,3
NaT-27,3
NaT-28,8
NaT-29,10
NaT-01,5
NaT-02,3
NaT-03,4
NaT-04,5
NaT-05,2
NaT-06,7
NaT-07,11
NaT-08,4
NaT-09,3
NaT-10,2
NaT-11,4
NaT-12,4
NaT-13,9
NaT-14,6
NaT-15,2
NaT-16,3
NaT-17,8
NaT-18,5
NaT-19,6
NaT-20,3
NaT-21,5
NaT-22,7
NaT-23,0
NaT-24,5
NaT-25,7
NaT-26,4
NaT-27,3
NaT-28,8
NaT-29,3
NaT-01,12
NaT-02,11
NaT-03,11
NaT-04,14
NaT-05,9
NaT-06,15
NaT-07,11
NaT-08,11
NaT-09,18
NaT-10,11
NaT-11,18
NaT-12,22
NaT-13,9
NaT-14,18
NaT-15,12
NaT-16,13
NaT-17,16
NaT-18,17
NaT-19,21
NaT-20,20
NaT-21,25
NaT-22,14
NaT-23,14
NaT-24,15
NaT-25,15
NaT-26,19
NaT-27,14
NaT-28,17
NaT-29,13
NaT-01,3
NaT-02,0
NaT-03,0
NaT-04,3
NaT-05,2
NaT-06,0
NaT-07,1
NaT-08,3
NaT-09,1
NaT-10,0
NaT-11,2
NaT-12,1
NaT-13,1
NaT-14,2
NaT-15,0
NaT-16,1
NaT-17,3
NaT-18,0
NaT-19,0
NaT-20,0
NaT-21,1
NaT-22,3
NaT-23,1
NaT-24,1
NaT-25,6
NaT-26,0
NaT-27,3
NaT-28,3
NaT-29,1
NaT-01,10
NaT-02,14
NaT-03,23
NaT-04,19
NaT-05,7
NaT-06,12
NaT-07,23
NaT-08,15
NaT-09,14
NaT-10,25
NaT-11,17
NaT-12,20
NaT-13,16
NaT-14,11
NaT-15,13
NaT-16,23
NaT-17,14
NaT-18,17
NaT-19,16
NaT-20,18
NaT-21,24
NaT-22,16
NaT-23,15
NaT-24,34
NaT-25,15
NaT-26,20
NaT-27,18
NaT-28,35
NaT-29,29
NaT-01,90
NaT-02,37
NaT-03,21
NaT-04,22
NaT-05,27
NaT-06,27
NaT-07,77
NaT-08,100
NaT-09,26
NaT-10,23
NaT-11,12
NaT-12,16
NaT-13,25
NaT-14,77
NaT-15,69
NaT-16,109
NaT-17,66
NaT-18,18
NaT-19,34
NaT-20,32
NaT-21,43
NaT-22,40
NaT-23,116
NaT-24,25
NaT-25,14
NaT-26,33
NaT-27,30
NaT-28,87
NaT-29,96
NaT-01,3
NaT-02,5
NaT-03,6
NaT-04,3
NaT-05,1
NaT-06,2
NaT-07,5
NaT-08,6
NaT-09,4
NaT-10,2
NaT-11,3
NaT-12,2
NaT-13,1
NaT-14,9
NaT-15,4
NaT-16,1
NaT-17,1
NaT-18,1
NaT-19,1
NaT-20,2
NaT-21,1
NaT-22,2
NaT-23,3
NaT-24,3
NaT-25,2
NaT-26,3
NaT-27,3
NaT-28,0
NaT-29,1
NaT-01,2
NaT-02,1
NaT-03,1
NaT-04,1
NaT-05,1
NaT-06,0
NaT-07,0
NaT-08,4
NaT-09,1
NaT-10,0
NaT-11,0
NaT-12,0
NaT-13,0
NaT-14,3
NaT-15,2
NaT-16,1
NaT-17,1
NaT-18,0
NaT-19,0
NaT-20,0
NaT-21,0
NaT-22,0
NaT-23,0
NaT-24,0
NaT-25,0
NaT-26,1
NaT-27,0
NaT-28,0
NaT-29,2
NaT-01,5
NaT-02,9
NaT-03,3
NaT-04,10
NaT-05,15
NaT-06,12
NaT-07,18
NaT-08,2
NaT-09,4
NaT-10,4
NaT-11,16
NaT-12,16
NaT-13,14
NaT-14,13
NaT-15,6
NaT-16,1
NaT-17,5
NaT-18,15
NaT-19,17
NaT-20,16
NaT-21,12
NaT-22,5
NaT-23,0
NaT-24,11
NaT-25,1
NaT-26,13
NaT-27,7
NaT-28,7
NaT-29,8
NaT-01,12
NaT-02,9
NaT-03,17
NaT-04,11
NaT-05,11
NaT-06,12
NaT-07,17
NaT-08,4
NaT-09,11
NaT-10,21
NaT-11,10
NaT-12,13
NaT-13,11
NaT-14,15
NaT-15,8
NaT-16,8
NaT-17,7
NaT-18,7
NaT-19,12
NaT-20,17
NaT-21,15
NaT-22,4
NaT-23,8
NaT-24,15
NaT-25,6
NaT-26,10
NaT-27,12
NaT-28,16
NaT-29,11
NaT-01,1
NaT-02,0
NaT-03,0
NaT-04,0
NaT-05,0
NaT-06,0
NaT-07,0
NaT-08,0
NaT-09,2
NaT-10,0
NaT-11,0
NaT-12,0
NaT-13,0
NaT-14,0
NaT-15,0
NaT-16,0
NaT-17,0
NaT-18,0
NaT-19,0
NaT-20,0
NaT-21,0
NaT-22,0
NaT-23,0
NaT-24,0
NaT-25,0
NaT-26,0
NaT-27,0
NaT-28,0
NaT-29,0
NaT-01,27
NaT-02,7
NaT-03,36
NaT-04,39
NaT-05,26
NaT-06,16
NaT-07,32
NaT-08,18
NaT-09,10
NaT-10,28
NaT-11,20
NaT-12,16
NaT-13,28
NaT-14,27
NaT-15,30
NaT-16,7
NaT-17,11
NaT-18,24
NaT-19,23
NaT-20,19
NaT-21,25
NaT-22,15
NaT-23,23
NaT-24,16
NaT-25,12
NaT-26,29
NaT-27,29
NaT-28,28
NaT-29,17
NaT-01,19
NaT-02,12
NaT-03,6
NaT-04,3
NaT-05,11
NaT-06,7
NaT-07,12
NaT-08,8
NaT-09,9
NaT-10,3
NaT-11,3
NaT-12,4
NaT-13,5
NaT-14,12
NaT-15,23
NaT-16,31
NaT-17,6
NaT-18,17
NaT-19,10
NaT-20,7
NaT-21,10
NaT-22,15
NaT-23,10
NaT-24,8
NaT-25,13
NaT-26,14
NaT-27,10
NaT-28,13
NaT-29,17
NaT-01,46
NaT-02,46
NaT-03,29
NaT-04,19
NaT-05,20
NaT-06,30
NaT-07,36
NaT-08,65
NaT-09,17
NaT-10,24
NaT-11,20
NaT-12,40
NaT-13,50
NaT-14,26
NaT-15,46
NaT-16,43
NaT-17,59
NaT-18,31
NaT-19,30
NaT-20,35
NaT-21,36
NaT-22,40
NaT-23,56
NaT-24,37
NaT-25,16
NaT-26,34
NaT-27,30
NaT-28,40
NaT-29,48
NaT-01,5
NaT-02,1
NaT-03,8
NaT-04,5
NaT-05,8
NaT-06,3
NaT-07,3
NaT-08,3
NaT-09,3
NaT-10,3
NaT-11,0
NaT-12,3
NaT-13,4
NaT-14,3
NaT-15,10
NaT-16,2
NaT-17,2
NaT-18,9
NaT-19,4
NaT-20,0
NaT-21,6
NaT-22,12
NaT-23,3
NaT-24,4
NaT-25,2
NaT-26,1
NaT-27,6
NaT-28,3
NaT-29,4
NaT-01,20
NaT-02,24
NaT-03,65
NaT-04,77
NaT-05,69
NaT-06,75
NaT-07,53
NaT-08,17
NaT-09,11
NaT-10,74
NaT-11,56
NaT-12,59
NaT-13,64
NaT-14,49
NaT-15,20
NaT-16,11
NaT-17,10
NaT-18,57
NaT-19,65
NaT-20,85
NaT-21,58
NaT-22,17
NaT-23,21
NaT-24,68
NaT-25,27
NaT-26,71
NaT-27,58
NaT-28,65
NaT-29,26
NaT-01,9
NaT-02,12
NaT-03,10
NaT-04,10
NaT-05,11
NaT-06,8
NaT-07,12
NaT-08,21
NaT-09,6
NaT-10,14
NaT-11,13
NaT-12,9
NaT-13,13
NaT-14,9
NaT-15,14
NaT-16,7
NaT-17,6
NaT-18,13
NaT-19,12
NaT-20,8
NaT-21,7
NaT-22,7
NaT-23,12
NaT-24,13
NaT-25,9
NaT-26,13
NaT-27,10
NaT-28,5
NaT-29,6
NaT-01,14
NaT-02,17
NaT-03,6
NaT-04,16
NaT-05,9
NaT-06,3
NaT-07,8
NaT-08,14
NaT-09,7
NaT-10,3
NaT-11,8
NaT-12,2
NaT-13,6
NaT-14,11
NaT-15,11
NaT-16,9
NaT-17,10
NaT-18,3
NaT-19,1
NaT-20,12
NaT-21,13
NaT-22,8
NaT-23,8
NaT-24,5
NaT-25,2
NaT-26,6
NaT-27,6
NaT-28,12
NaT-29,10
NaT-01,3
NaT-02,0
NaT-03,4
NaT-04,4
NaT-05,5
NaT-06,3
NaT-07,3
NaT-08,6
NaT-09,3
NaT-10,5
NaT-11,5
NaT-12,8
NaT-13,5
NaT-14,8
NaT-15,5
NaT-16,8
NaT-17,7
NaT-18,4
NaT-19,3
NaT-20,4
NaT-21,4
NaT-22,3
NaT-23,4
NaT-24,3
NaT-25,2
NaT-26,5
NaT-27,7
NaT-28,3
NaT-29,5
NaT-01,8
NaT-02,3
NaT-03,21
NaT-04,22
NaT-05,24
NaT-06,17
NaT-07,23
NaT-08,10
NaT-09,7
NaT-10,21
NaT-11,21
NaT-12,24
NaT-13,25
NaT-14,27
NaT-15,21
NaT-16,13
NaT-17,16
NaT-18,31
NaT-19,33
NaT-20,20
NaT-21,31
NaT-22,9
NaT-23,11
NaT-24,25
NaT-25,32
NaT-26,39
NaT-27,34
NaT-28,24
NaT-29,20
NaT-01,23
NaT-02,3
NaT-03,13
NaT-04,15
NaT-05,17
NaT-06,17
NaT-07,19
NaT-08,4
NaT-09,11
NaT-10,14
NaT-11,16
NaT-12,12
NaT-13,16
NaT-14,15
NaT-15,4
NaT-16,5
NaT-17,6
NaT-18,14
NaT-19,19
NaT-20,18
NaT-21,17
NaT-22,4
NaT-23,4
NaT-24,22
NaT-25,6
NaT-26,18
NaT-27,17
NaT-28,15
NaT-29,5
NaT-01,10
NaT-02,11
NaT-03,7
NaT-04,7
NaT-05,8
NaT-06,5
NaT-07,7
NaT-08,12
NaT-09,11
NaT-10,10
NaT-11,12
NaT-12,7
NaT-13,12
NaT-14,16
NaT-15,13
NaT-16,10
NaT-17,14
NaT-18,5
NaT-19,4
NaT-20,6
NaT-21,11
NaT-22,14
NaT-23,13
NaT-24,11
NaT-25,8
NaT-26,13
NaT-27,11
NaT-28,18
NaT-29,8
NaT-01,0
NaT-02,0
NaT-03,0
NaT-04,0
NaT-05,1
NaT-06,2
NaT-07,0
NaT-08,0
NaT-09,0
NaT-10,0
NaT-11,1
NaT-12,0
NaT-13,0
NaT-14,0
NaT-15,0
NaT-16,0
NaT-17,0
NaT-18,0
NaT-19,0
NaT-20,0
NaT-21,0
NaT-22,0
NaT-23,0
NaT-24,0
NaT-25,0
NaT-26,0
NaT-27,0
NaT-28,1
NaT-29,0
NaT-01,16
NaT-02,9
NaT-03,14
NaT-04,12
NaT-05,15
NaT-06,17
NaT-07,10
NaT-08,22
NaT-09,7
NaT-10,12
NaT-11,3
NaT-12,13
NaT-13,5
NaT-14,18
NaT-15,22
NaT-16,11
NaT-17,10
NaT-18,10
NaT-19,3
NaT-20,14
NaT-21,10
NaT-22,10
NaT-23,13
NaT-24,10
NaT-25,13
NaT-26,15
NaT-27,13
NaT-28,13
NaT-29,14
NaT-01,0
NaT-02,0
NaT-03,0
NaT-04,0
NaT-05,0
NaT-06,0
NaT-07,1
NaT-08,0
NaT-09,0
NaT-10,0
NaT-11,0
NaT-12,0
NaT-13,0
NaT-14,0
NaT-15,0
NaT-16,0
NaT-17,0
NaT-18,0
NaT-19,0
NaT-20,0
NaT-21,0
NaT-22,0
NaT-23,0
NaT-24,0
NaT-25,0
NaT-26,0
NaT-27,0
NaT-28,0
NaT-29,0
NaT-01,335
NaT-02,169
NaT-03,58
NaT-04,40
NaT-05,58
NaT-06,70
NaT-07,109
NaT-08,208
NaT-09,98
NaT-10,108
NaT-11,105
NaT-12,84
NaT-13,90
NaT-14,146
NaT-15,287
NaT-16,346
NaT-17,210
NaT-18,90
NaT-19,117
NaT-20,158
NaT-21,170
NaT-22,179
NaT-23,259
NaT-24,124
NaT-25,77
NaT-26,139
NaT-27,148
NaT-28,181
NaT-29,280
NaT-01,6
NaT-02,6
NaT-03,0
NaT-04,0
NaT-05,0
NaT-06,0
NaT-07,0
NaT-08,15
NaT-09,1
NaT-10,0
NaT-11,0
NaT-12,0
NaT-13,0
NaT-14,1
NaT-15,13
NaT-16,13
NaT-17,9
NaT-18,0
NaT-19,0
NaT-20,2
NaT-21,1
NaT-22,2
NaT-23,7
NaT-24,1
NaT-25,0
NaT-26,0
NaT-27,1
NaT-28,1
NaT-29,5
NaT-01,18
NaT-02,15
NaT-03,16
NaT-04,16
NaT-05,14
NaT-06,9
NaT-07,13
NaT-08,19
NaT-09,7
NaT-10,10
NaT-11,11
NaT-12,11
NaT-13,7
NaT-14,15
NaT-15,16
NaT-16,10
NaT-17,3
NaT-18,10
NaT-19,16
NaT-20,8
NaT-21,12
NaT-22,15
NaT-23,15
NaT-24,12
NaT-25,12
NaT-26,10
NaT-27,13
NaT-28,14
NaT-29,17
NaT-01,4
NaT-02,2
NaT-03,3
NaT-04,5
NaT-05,4
NaT-06,5
NaT-07,11
NaT-08,8
NaT-09,4
NaT-10,3
NaT-11,4
NaT-12,5
NaT-13,10
NaT-14,5
NaT-15,3
NaT-16,12
NaT-17,4
NaT-18,7
NaT-19,6
NaT-20,4
NaT-21,0
NaT-22,4
NaT-23,9
NaT-24,2
NaT-25,6
NaT-26,5
NaT-27,3
NaT-28,17
NaT-29,9
NaT-01,15
NaT-02,13
NaT-03,7
NaT-04,13
NaT-05,8
NaT-06,11
NaT-07,12
NaT-08,27
NaT-09,13
NaT-10,20
NaT-11,9
NaT-12,8
NaT-13,10
NaT-14,10
NaT-15,40
NaT-16,53
NaT-17,24
NaT-18,14
NaT-19,13
NaT-20,14
NaT-21,26
NaT-22,27
NaT-23,21
NaT-24,11
NaT-25,9
NaT-26,10
NaT-27,17
NaT-28,24
NaT-29,20
NaT-01,22
NaT-02,36
NaT-03,22
NaT-04,15
NaT-05,15
NaT-06,22
NaT-07,19
NaT-08,12
NaT-09,17
NaT-10,21
NaT-11,12
NaT-12,20
NaT-13,17
NaT-14,19
NaT-15,28
NaT-16,7
NaT-17,19
NaT-18,14
NaT-19,10
NaT-20,17
NaT-21,23
NaT-22,18
NaT-23,23
NaT-24,26
NaT-25,13
NaT-26,25
NaT-27,20
NaT-28,11
NaT-29,32
NaT-01,7
NaT-02,10
NaT-03,8
NaT-04,3
NaT-05,3
NaT-06,2
NaT-07,5
NaT-08,3
NaT-09,12
NaT-10,9
NaT-11,14
NaT-12,9
NaT-13,9
NaT-14,7
NaT-15,4
NaT-16,3
NaT-17,6
NaT-18,7
NaT-19,7
NaT-20,5
NaT-21,4
NaT-22,4
NaT-23,3
NaT-24,5
NaT-25,3
NaT-26,8
NaT-27,11
NaT-28,8
NaT-29,4
NaT-01,1
NaT-02,4
NaT-03,4
NaT-04,2
NaT-05,1
NaT-06,4
NaT-07,2
NaT-08,2
NaT-09,6
NaT-10,8
NaT-11,9
NaT-12,2
NaT-13,6
NaT-14,4
NaT-15,2
NaT-16,3
NaT-17,0
NaT-18,3
NaT-19,4
NaT-20,5
NaT-21,3
NaT-22,0
NaT-23,1
NaT-24,2
NaT-25,2
NaT-26,3
NaT-27,11
NaT-28,2
NaT-29,0
NaT-01,11
NaT-02,4
NaT-03,9
NaT-04,10
NaT-05,9
NaT-06,5
NaT-07,13
NaT-08,14
NaT-09,14
NaT-10,14
NaT-11,9
NaT-12,14
NaT-13,17
NaT-14,19
NaT-15,9
NaT-16,14
NaT-17,14
NaT-18,11
NaT-19,13
NaT-20,14
NaT-21,12
NaT-22,27
NaT-23,9
NaT-24,19
NaT-25,15
NaT-26,16
NaT-27,13
NaT-28,30
NaT-29,19
NaT-01,32
NaT-02,27
NaT-03,10
NaT-04,19
NaT-05,17
NaT-06,9
NaT-07,18
NaT-08,33
NaT-09,11
NaT-10,6
NaT-11,11
NaT-12,15
NaT-13,11
NaT-14,14
NaT-15,40
NaT-16,7
NaT-17,12
NaT-18,13
NaT-19,9
NaT-20,16
NaT-21,9
NaT-22,30
NaT-23,26
NaT-24,13
NaT-25,7
NaT-26,15
NaT-27,10
NaT-28,6
NaT-29,24
NaT-01,11
NaT-02,20
NaT-03,15
NaT-04,19
NaT-05,21
NaT-06,25
NaT-07,25
NaT-08,14
NaT-09,19
NaT-10,18
NaT-11,24
NaT-12,21
NaT-13,29
NaT-14,22
NaT-15,9
NaT-16,7
NaT-17,20
NaT-18,13
NaT-19,22
NaT-20,27
NaT-21,17
NaT-22,13
NaT-23,17
NaT-24,16
NaT-25,18
NaT-26,27
NaT-27,25
NaT-28,26
NaT-29,10
NaT-01,13
NaT-02,12
NaT-03,18
NaT-04,16
NaT-05,21
NaT-06,14
NaT-07,27
NaT-08,16
NaT-09,20
NaT-10,25
NaT-11,19
NaT-12,26
NaT-13,16
NaT-14,19
NaT-15,16
NaT-16,10
NaT-17,12
NaT-18,18
NaT-19,21
NaT-20,22
NaT-21,20
NaT-22,12
NaT-23,19
NaT-24,17
NaT-25,10
NaT-26,27
NaT-27,15
NaT-28,30
NaT-29,14
NaT-01,17
NaT-02,16
NaT-03,12
NaT-04,16
NaT-05,16
NaT-06,9
NaT-07,8
NaT-08,13
NaT-09,20
NaT-10,27
NaT-11,13
NaT-12,18
NaT-13,12
NaT-14,20
NaT-15,18
NaT-16,15
NaT-17,15
NaT-18,12
NaT-19,18
NaT-20,24
NaT-21,9
NaT-22,13
NaT-23,9
NaT-24,10
NaT-25,14
NaT-26,12
NaT-27,16
NaT-28,6
NaT-01,2
NaT-02,0
NaT-03,3
NaT-04,6
NaT-05,4
NaT-06,2
NaT-07,5
NaT-08,2
NaT-09,1
NaT-10,4
NaT-11,2
NaT-12,0
NaT-13,1
NaT-14,1
NaT-15,1
NaT-16,2
NaT-17,1
NaT-18,5
NaT-19,3
NaT-20,4
NaT-21,2
NaT-22,4
NaT-23,2
NaT-24,3
NaT-25,1
NaT-26,1
NaT-27,0
NaT-28,6
NaT-01,75
NaT-02,53
NaT-03,93
NaT-04,75
NaT-05,87
NaT-06,95
NaT-07,93
NaT-08,92
NaT-09,72
NaT-10,68
NaT-11,64
NaT-12,85
NaT-13,101
NaT-14,80
NaT-15,81
NaT-16,66
NaT-17,77
NaT-18,59
NaT-19,77
NaT-20,123
NaT-21,119
NaT-22,54
NaT-23,132
NaT-24,96
NaT-25,83
NaT-26,107
NaT-27,93
NaT-28,111
NaT-01,0
NaT-02,0
NaT-03,1
NaT-04,0
NaT-05,0
NaT-06,0
NaT-07,0
NaT-08,1
NaT-09,1
NaT-10,0
NaT-11,1
NaT-12,1
NaT-13,2
NaT-14,2
NaT-15,0
NaT-16,2
NaT-17,2
